diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Destroyer auto,Auto destroyer Spanish seeds,Custom Breeder & Strain,300 watt,,True,Manual,,Paper Towel,"Main-Lining,",Custom,9,1,,0.21
Season 2,Strawberry Pie Auto,Fast Buds,480 watt,"Vitalink,General Hydroponics (GHE),Remo Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",9.84,15,2,3.56,
Northern Lights Auto x1,Auto Northern Light,Victory Seeds,300 watt,,True,Manual,"Soil Grow Medium,",,,,12,1,,
Bruce Banner Auto x3,Bruce Banner Auto,Fast Buds,300 watt,,True,Manual,"Soil Grow Medium,",,,,12,3,,
Critical Cheese Auto x2,Critical Cheese Automatic,Zamnesia Seeds,"LED / 300W Mars TSL 2000,",,True,Manual,"Soil Grow Medium,",,,,12,2,,
Smoothie Auto x3,Smoothie Auto,Fast Buds,300 watt,,True,Manual,"Soil Grow Medium,",,,,12,3,,
White Widow Auto x2,White Widow Auto,Seedsman,300 watt,,True,Manual,"Soil Grow Medium,",,,,12,2,,
Jack Cloudwalker F1 - Annibale Genetics,Jack Cloudwalker F1,Custom Breeder & Strain,,,True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,",,"Topping,12-12 From Seed,Defoliation,",5.38,16,2,10.05,10.05
RipperSeed´sLimited,Sour Face x Animal Cookies,Ripper Seeds,245 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"jebiga,",Custom,14,1,,
1st Timer grinding on Platinum OG,Beaver Seeds - Platinum OG,Custom Breeder & Strain,400 watt,"General Hydroponics (GHE),Botanicare,Terpinator,",True,Hydroponics,"Expanded Clay Grow Medium,",Paper Towel,"ScrOG,LST,FIMing,HST,Defoliation,",16,18,4,31.15,
Sensi Skunk auto minicup by Coeur,Sensi Skunk Automatic,Sensi Seeds,250 watt,,True,Manual,"Soil Grow Medium,Other Grow Medium,Other Grow Medium,Other Grow Medium,",Paper Towel,"SoG,Main-Lining,Defoliation,",Custom,6,,,
Zkittlez,Zkittlez Feminized,MSNL,210 watt,"Humboldts Secret,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Topping,LST,FIMing,Cloning,Giving them positive verbal encouragement,Lollipopping,Defoliation,",26.25,16,4,,17.99
Barney's Farm & Greenhouseseeds,Dos Si Dos 33,Barney'S Farm,600 watt,"Advanced Hydroponics of Holland,Atami,BioBizz,Grotek,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,LST,ScrOG,Defoliation,Main-Lining,",,20,1,,10.58
Organic Gary Payton,Gary Payton,Custom Breeder & Strain,,,True,Manual,"Soil Grow Medium,",,"FIMing,",,12,1,0.35,
Purple Buddy's,Purple Lemonade Auto,Fast Buds,410 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,",15.5,9,3,6.7,
34 Street Seed Co. Bubba Kush,Bubba Kush,34 Street Seed Co.,250 watt,"General Hydroponics (GHE),Advanced Nutrients,",True,Manual,"Promix Grow Medium,",,"Topping,",,2,,,
Organic Gary Payton,Gary Payton,Custom Breeder & Strain,,,True,Manual,"Soil Grow Medium,",,"Topping,",,13,1,0.35,
Royal Queen/Sensi Seeds Auto,OG Kush Automatic,White Label,500 watt,"Platinium Hydroponics,BIOCANNA,Canna,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Supercropping,Lollipopping,Defoliation,",12.92,15,1,,
super lemon haze,Super Lemon Haze,Green House Seed Co.,450 watt,"Fox Farm,Plant Success (Plant Revolution),",True,Manual,"Gorilla Grow Tent GGT 5x5,Soil Grow Medium,",Paper Towel,"Defoliation,HST,Topping,LST,Main-Lining,ScrOG,",,8,,,
Green crack,Green Crack Punch,Royal Queen Seeds,,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,ScrOG,Defoliation,",Custom,16,,,
Purple Punch,Purple Punch Auto,Fast Buds,200 watt,,True,Manual,"CoolGrows GT 48x24x72,Living soil Grow Medium,Perlite Grow Medium,",Other,"6/2 light schedule,Defoliation,Topping,LST,",8.53,12,1,3.67,10.58
Dreaming Tangerines,Blue Dream Auto,Fast Buds,200 watt,,True,Manual,"CoolGrows GT 48x24x72,Living Soil Grow Medium,Perlite Grow Medium,",Other,"Defoliation,Topping,LST,6/2 light schedule,",8.53,12,1,6.21,14.11
Forum Stomper,Forum Stomper,Mephisto Genetics,320 watt,"Advanced Nutrients,Botanicare,",True,Drip,"Coco Coir Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",12.5,12,1,5.1,22.73
Lemon 18 exterior,Dna genetics - Lemon 18,Custom Breeder & Strain,,"Wonderland Agronutrients,BIOCANNA,CannaBioGen,Top Crop,",True,Manual,"Other Grow Medium,",Paper Towel,"Defoliation,LST,",,21,1,1.9,4.71
Single RQS Jack Herer Auto,Royal Jack Automatic,Royal Queen Seeds,125 watt,"BioBizz,TNC (The Nutrient Company),",True,Manual,"Soil Grow Medium,",Peat Pellet,"LST,",1.72,12,1,2.47,2.47
Gorilla Glue Auto FB,Gorilla Glue Auto,Fast Buds,"LED / 400W Custom,","Advanced Nutrients,Hesi,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"ScrOG,Topping,LST,Supercrop,Lolipoping,Defoliation,",,14,3,9.52,
Viparspectra P2000 / Purple Punch Auto,Purple Punch Auto,Fast Buds,200 watt,,True,Manual,"Kryptonite Organic Soil Grow Medium,",Paper Towel,"LST,",49.21,12,2,0.49,2.81
Wedding cake Garden of green,"Wedding cake Garden of green, sugar haze by just cannabis seeds",Custom Breeder & Strain,250 watt,,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,,,8,3,,
Red Strawberry Banana + Bloody Skunk,Red Strawberry Banana Auto,Sweet Seeds,100 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"HST,Topping,Defoliation,Supercrop,LST,",,11,1,,
February Start 2022,Royal Gorilla Automatic,Royal Queen Seeds,400 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",Custom,12,,15.77,
#5 VIPARSPECTRA Fast buds 2212,FBT2212,Fast Buds,240 watt,"Top Crop,PLAGRON.,",True,Manual,,,"LST,",10.76,11,1,,6.35
#4 VIPARSPECTRA FAST BUDS fbt2211,Tropicana Cookies Auto,Fast Buds,240 watt,"Top Crop,PLAGRON.,",True,Manual,,Peat Pellet,"LST,Topping,",10.76,11,1,,7.76
#3 VIPARSPECTRA FAST BUDS fbt2210,FBT2210,Fast Buds,240 watt,"Top Crop,PLAGRON.,",True,Manual,,Peat Pellet,"LST,",10.76,12,1,1.66,6.49
#8 VIPARSPECTRA ZAMNESIA sticky beast,Sticky Beast Automatic,Zamnesia Seeds,240 watt,"Top Crop,PLAGRON.,",True,Manual,,Peat Pellet,"LST,",10.76,10,1,0.88,1.16
#2 VIPARSPECTRA FAST BUDS fbt2209,FBT2209,Fast Buds,240 watt,"Top Crop,PLAGRON.,",True,Manual,,Peat Pellet,"LST,",10.76,11,1,1.41,6.17
Northern Lights,Northern Lights feminized seeds,Weedseedsexpress,,"Element Nutrients,",True,Manual,,,"Defoliation,12-12 From Seed,",,11,,,
Godberry,Freedom of Seeds - Godberry,Custom Breeder & Strain,480 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,",Paper Towel,"ScrOG,FIMing,LST,Lolipop,Lollipop,Defoliation,",,18,1,,6.91
Green Cracky cracky !!,Green Crack Auto,Fast Buds,400 watt,"Advanced Nutrients,",True,Drip,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,LST,Flushing,",16.15,9,1,,3.53
Grease Gun [Atlas Seeds],Grease Gun,Atlas Seed,400 watt,"Fish Head Farms,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Worm Castings Grow Medium,",Paper Towel,"LST,Defoliation,",269.09,12,2,,
Zkittles auto #1,Zkittlez Autoflower,ILGM,600 watt,"Fox Farm,Plant Success (Plant Revolution),",True,Manual,"Soil Grow Medium,",,"Defoliation,LST,",,14,1,,2
Nameless Gals,Bagseed,Custom Breeder & Strain,,"General Hydroponics (GHE),",True,Manual,"Perlite Grow Medium,Perlite Grow Medium,",Other,"Topping,FIMing,",,15,4,2.5,
Aeque Genetics Skunk Villain (Auto),Skunk Villain,Custom Breeder & Strain,300 watt,"Advanced Nutrients,",True,Manual,"Pro Mix Hp Grow Medium,",Glass Of Water,"LST,",86.12,10,1,3.55,
Northern Lights Auto,Northern Lights Autoflower,Seedstockers,100 watt,"General Hydroponics (GHE),Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"LST,",Custom,10,1,1.41,4.94
Blue Dream #7,Blue Dream Auto,Fast Buds,,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,",,"Topping,LST,",,12,1,,
420 FastBuds - Strawberry Pie Auto,Strawberry Pie Auto,Fast Buds,250 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",14.76,9,1,2.26,5.04
420 FastBuds - Gorilla Cookies Auto,Gorilla Cookies Auto,Fast Buds,250 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",158.89,10,1,1.31,3
Girl Scout Cookies By Burmese Cheapass,Girl Scout Cookies Auto,Fast Buds,"LED / 800W,","Superbud,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"LST,",Custom,13,1,,1.76
3 strains,Strawberry Akeil,Serious Seeds,200 watt,"Lurpe Natural Solutions,",True,Manual,,,,,8,1,,
Gelonade /Marshydro,Gelonade,Tastebudz Genetics,310 watt,"Green Buzz Nutrients,Dynomyco,",True,Manual,"Soil Grow Medium,",Glass Of Water,"Topping,LST,Defoliation,",Custom,17,1,,1.62
Silver Haze,Silver Haze,Sensi Seeds,150 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,Other Grow Medium,",Directly In Substrate,"LST,",10.76,18,1,,
Jack Herer Auto (fast buds),Jack Herer Auto,Fast Buds,1000 watt,"Bloom City Organics,Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,",26.25,12,2,1.48,11.96
Blimburn Indoor Coco #1,Gelato,Blimburn Seeds,400 watt,"General Hydroponics (GHE),Atami,PLAGRON.,",True,Hydroponics,"Coco Coir Grow Medium,",,"Topping,Lollipopping,",6.89,9,1,1.55,
"Girl Scout Cookies, Purple Lemonade Auto",Girl Scout Cookies Auto - Pick N Mix Seeds,Custom Breeder & Strain,200 watt,"Canna,Growth Technology,BioBizz,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,LST,Sticks,",8.2,12,2,4.87,
Danky Duck Big Bud ILGM,Big Bud,ILGM,200 watt,"Humboldts Secret,",True,Manual,"Coco/perlite Grow Medium,",Glass Of Water,"Defoliation,LST,",,21,,,
My first DIY RDWC - Do-Si-Dos,Do Si Dos,Seedstockers,625 watt,"Advanced Hydroponics of Holland,Atami,",True,Hydroponics,"Mineral Wool Grow Medium,Expanded Clay Grow Medium,",Rockwool Cube,"Topping,LST,Defoliation,ScrOG,",16.79,18,3,,
Zkittles auto,Zkittlez Auto,Fast Buds,460 watt,"Aptus,",True,Drip,"Lichtmix Grow Medium,",Glass Of Water,,12.92,10,1,0.72,
Berry haze,Haze Berry Automatic,Royal Queen Seeds,460 watt,"Aptus,",True,Drip,"Lichtmix Grow Medium,",Glass Of Water,,,10,1,1.28,
A M N E S I U M,Auto Amnesium,Victory Seeds,300 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,,4.31,10,1,4.09,16.58
Critical Orange Punch : test plant,Critical Orange Punch,Dutch Passion,500 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,"Topping,Main-Lining,LST,",,17,,,
5 x Bubba Kush : Season 3,Bubba Kush,Barney'S Farm,500 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,Topping,Main-Lining,SoG,",,17,5,,
Need advice to finish well,Hindu Kush Automatic,Sensi Seeds,"LED / 240W Custom,","Advanced Nutrients,T-REX,Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Expanded Clay Grow Medium,Other Grow Medium,",,"LST,ScrOG,",,FLOWERING,,,
session automne hiver,Gorilla Cookies Auto,Fast Buds,150 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"LST,Defoliation,",6.46,12,2,6.7,11.29
Cropking Dolato reloaded,Dolato,Crop King Seeds,240 watt,"Purpinator,Botanicare,",True,Manual,"GA Grow Tent GT 48x24x60,Soil Grow Medium,",,"LST,ScrOG,Topping,Main-Lining,Defoliation,",26.25,16,2,5.33,22
Mandarin Cookies V2R1- MurD edition,Mandarin Cookies R1 V2,ETHOS Genetics,200 watt,"Canna,General Hydroponics (GHE),Remo Nutrients,",True,Manual,"promix hp myco Grow Medium,",,"LST,",Custom,15,,,
"DELICIOUS ""CARAMELICIOUS""",Caramelicious,MSNL,391 watt,"General Hydroponics (GHE),",True,Manual,"Fox farm Oceans Floor Grow Medium,Fox Farm Coco Loco Grow Medium,",Paper Towel,"LST,Defoliation,SoG,ScrOG,",,15,4,7.97,
The Powerful Triple G,Triple G,Royal Queen Seeds,1350 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",10.76,14,1,3.17,10.58
Exotic Seeds White Banana Auto,White Banana Auto,Exotic Seed,400 watt,"Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,",Other,"Topping,LST,Defoliation,",2.91,10,3,,2.75
Seedsman Strawberry Cheesecake Auto,Strawberry Cheesecake Auto,Seedsman,400 watt,"Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,",Other,"Topping,LST,Defoliation,",2.91,10,3,,3.17
Barney's Blueberry Cheese Auto,Blueberry Cheese Auto,Barney'S Farm,400 watt,"Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,",Other,"Topping,LST,Defoliation,",2.91,10,3,3.35,3.35
Jake from State Farm,Pink Kush,Barney'S Farm,800 watt,"Gaia Green,",True,Manual,"Soil Grow Medium,",,"Topping,ScrOG,Defoliation,",32.81,13,3,7.05,40
Oh My Goodness,O.M.G,Ripper Seeds,"LED / 245W Mars SP 250,","Real Growers,T-REX,Dyna-Gro,BioBizz,General Hydroponics (GHE),",True,Manual,,,"Topping,Main-Lining,Defoliation,LST,",13.12,20,1,2.82,3.28
Gorilla Girl,Gorilla Girl®,Sweet Seeds,720 watt,,True,,"Soil Grow Medium,",,,,15,,,
Birthday doughnut/Saturn citrus,Birthday doughnut,Custom Breeder & Strain,460 watt,"Real Growers,Blue Planet Nutrients,Bloom City Organics,Earth Juice,Aurora Innovations (Roots Organics),",True,Manual,"Soil Grow Medium,",,"LST,Topping,ScrOG,Defoliation,",,17,3,,28
Bcn critical mass XXL auto,BCN Critical XXL Autoflower,Seedstockers,400 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,",,"Topping,FIMing,LST,Defoliation,Light defoliation,",9.84,13,8,,11.46
Organic Biscotti,Biscotti,Cookies Seed Bank,,,True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,",,13,1,0.35,
Purple Punch Auto - Gracie,Purple Punch Auto,Fast Buds,200 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Glass Of Water,"Defoliation,LST,",10.76,14,1,4.2,
Gorilla glue auto,Gorilla Glue Auto,MSNL,"LED / 100W Bloomspect SL1000,","Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"LST,Defoliation,",,8,1,,2.31
divine seeds//mars hydro//fabric pots,Auto Black Opium,Divine Seeds,480 watt,"RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,rqs nutriments Grow Medium,",Glass Of Water,"LST,HST,",,12,1,4.44,
Skunk Auto - FastBuds,Skunk Auto,Fast Buds,240 watt,"Plant Success (Plant Revolution),Botanicare,Fox Farm,Down To Earth,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Worm Castings Grow Medium,",Directly In Substrate,"LST,Defoliation,",9.84,16,3,4.9,
IndicoPiexEndGame#3 - Ethos Genetics,IndicoPiexEndGame#3,ETHOS Genetics,300 watt,"Bio Nova,BioBizz,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,,2.15,9,1,,
Lemon Tree - Barney's Farm,Lemon Tree,Barney'S Farm,750 watt,"Bio Nova,",True,Manual,,,,2.15,9,1,,
CTxWopPie - Tino's Genetics,Tino's Genetics - CT-WopPie,Custom Breeder & Strain,750 watt,"Bio Nova,",True,Manual,,,,5.38,9,4,,7.05
Sicklap Ss1,Banana Daddy Auto R BX2,ETHOS Genetics,400 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",,,10.76,7,2,,6.35
UniversallySeeded-UnicornSherbert,Unicorn Sherbert-UniversallySeeded,Custom Breeder & Strain,750 watt,"Bio Nova,BioBizz,",True,Manual,"Soil Grow Medium,Soil Grow Medium,",Paper Towel,,4.31,12,2,,
Diesel Kush,Diesel Kush auto 207 genetics,Custom Breeder & Strain,200 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",6.56,7,1,,2
Mimosa Cake,Mimosa Cake Auto,Fast Buds,200 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",13.12,8,1,1.5,2
Em-dog DWC,Dr Greenthumb’s Em-Dog By B-Real,Humboldt Seed Organization,600 watt,"General Hydroponics (GHE),Botanicare,Current Culture H2O,",True,Hydroponics,,Paper Towel,"Topping,LST,Main-Lining,Defoliation,",29.53,13,1,,2.5
Choco Haze (Zamnesia),Choco Haze,Zamnesia Seeds,400 watt,"General Hydroponics (GHE),",True,Hydroponics,,Paper Towel,"Topping,Defoliation,LST,",10.76,16,1,2.29,
Fastbuds Wedding Glue under Szhlux400,Wedding Glue Auto,Fast Buds,400 watt,"Real Growers,Bloom City Organics,General Hydroponics (GHE),Advanced Nutrients,Dr. Earth,",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,Ocean Forest Potting Soil Grow Medium,Worm castings/greensand Grow Medium,",Glass Of Water,"Topping,LST,Defoliation,",91.86,8,1,2.79,
First clone grow,Unamed,Custom Breeder & Strain,600 watt,"Grotek,Green Planet Nutrients,Nutrifield,",True,Hydroponics,"Expanded Clay Grow Medium,",,"Topping,FIMing,LST,Defoliation,Main-Lining,",10.76,9,4,,63.49
RE VEG viparspectra xs1500,Unamed strain,Custom Breeder & Strain,600 watt,"Nutrifield,Grotek,Green Planet Nutrients,",True,Hydroponics,"Expanded Clay Grow Medium,",,"Topping,LST,Defoliation,Main-Lining,FIMing,",10.76,16,1,2.26,13.19
Blueberry #2 (AUTO) by Zamnesia,Blueberry Automatic,Zamnesia Seeds,150 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,,3.88,12,1,1.9,6.95
Cookies Gelato RQS Autopot,Cookies Gelato,Royal Queen Seeds,480 watt,"Gold Label,Growth Technology,",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,HST,",4.31,14,3,10.37,3527.36
Black Kush > ViparSpectra P4000 400W,Auto Blackberry Kush,Dutch Passion,400 watt,"RQS Organic Nutrients,BioBizz,Green House Feeding,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,,3.23,10,2,4.01,352.7
Glue everywhere,Gorilla glue auto,Custom Breeder & Strain,100 watt,"Top Crop,",True,Manual,"Soil Grow Medium,",,"LST,",,12,1,,
Sour Diesel (RQS),Sour Diesel,Royal Queen Seeds,600 watt,"BioBizz,PLAGRON.,",True,Manual,"Biobizz all mix Grow Medium,",Directly In Substrate,"HST,",8.61,14,1,,
Strawberry Cough (Living Soil),Strawberry Cough,Dutch Passion,190 watt,"Bio Tabs,B.A.C.,Aptus,",True,Manual,"Soil Grow Medium,Other Grow Medium,",Other,"Defoliation,ScrOG,Topping,LST,",68.89,19,1,5.04,
1st Grow Forbidden Runtz,Forbidden Runtz Auto,Fast Buds,"LED / 400W PT4000 Grow Light With Timer And Temp Control,LED / 400W PT4000 Grow Light With Timer And Temp Control,","Fox Farm,Botanicare,Miracle-Gro,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,LST,ScrOG,Defoliation,",,FLOWERING,,,
Freskshow Hydro Grow (First Hydro Run),Freakshow 7east genetics,Custom Breeder & Strain,600 watt,"Root Farm,Technaflora,Gaia Green,Fish Head Farms,NPK Industries,",True,Hydroponics,"Water Grow Medium,",Paper Towel,"HST,Defoliation,",13.12,16,1,,
zSkittlez - Only One Left,Zkittlez,ILGM,300 watt,"Fox Farm,Botanicare,",True,Hydroponics,"Expanded Clay Grow Medium,",Glass Of Water,"Defoliation,Topping,ScrOG,",13.12,12,1,2.12,4.52
Unknown Strain - Deep Water Culture DWC,Unknown,Custom Breeder & Strain,250 watt,,True,Hydroponics,"Other Grow Medium,",Other,"LST,Topping,ScrOG,",6.46,16,1,,4.94
Herbies ZKittles auto,ZKittles Auto,Herbies Seeds,440 watt,"Advanced Nutrients,Fox Farm,Fish Head Farms,",True,,"Soil Grow Medium,",Peat Pellet,"12-12 From Seed,FIMing,",,9,,4.2,
ETHOS Pluto Cut Autoflower R F3,Pluto Cut Autoflower R F3,ETHOS Genetics,480 watt,"BioBizz,PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,Vermiculite Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",10.76,10,6,15.87,
Tropicana poison XL auto,Tropicanna Poison XL Auto,Sweet Seeds,500 watt,"B.A.C.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Other Grow Medium,",Paper Towel,"LST,Defoliation,",10.76,10,3,6.7,33.51
Gorilla Zkittlez 240w 2x2 grow,Gorilla Zkittlez,Barney'S Farm,240 watt,"Xtreme Gardening,Ecothrive,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Peat Pellet,"LST,Topping,Defoliation,ScrOG,",7.75,18,2,1.13,
Tropicana Poison under Sp 3000 Mars Hydr,Tropicanna Poison F1 Fast Version,Sweet Seeds,300 watt,"Canna,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",1076.39,19,1,2.85,14.1
Cold Morning (SGSeedz),Cold Morning,Custom Breeder & Strain,480 watt,"Fox Farm,Botanicare,Real Growers,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,Main-Lining,LST,",13.12,16,1,3.81,
A Skunk mother for cloning,Classic Skunk,Zamnesia Seeds,250 watt,"Canna,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,Cloning,",2.69,19,1,1.53,7.76
ZS Watermelon Candy / ViparSpectra,Watermelon Candy Automatic,Zamnesia Seeds,100 watt,"Atami,",True,Manual,"Soil Grow Medium,",,,,10,1,,2.29
RQS Quick One / ViparSpectra,Quick One,Royal Queen Seeds,100 watt,"Atami,Hesi,",True,Manual,,,,,10,1,,1.59
Ethos round 2,Planet Of The Grapes,ETHOS Genetics,250 watt,"Plant Success (Plant Revolution),Coast of Maine,",True,Manual,"Soil Grow Medium,",Paper Towel,,,11,3,,2.4
Exotic Seeds Herz O.G. auto,Herz OG Auto,Exotic Seed,400 watt,"Real Growers,Bloom City Organics,Superthrive,General Hydroponics (GHE),Dr. Earth,",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,Ocean Forest Potting Soil Grow Medium,",Glass Of Water,"Topping,LST,Defoliation,",91.86,9,1,3.28,
Peaches N Cheese,Peaches ‘n’ Cheese,House Of The Great Gardener,480 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,",Paper Towel,"ScrOG,Topping,Lolipop,Defoliation,",,18,1,1.06,6.91
Time for cookies and cream!!!,Cream Cookies Auto,Fast Buds,400 watt,"Advanced Nutrients,",True,Drip,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"LST,",16.15,9,2,,7.55
BruceBanner Outo,Bruce banner,Custom Breeder & Strain,600 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Mineral Wool Grow Medium,Other Grow Medium,",Paper Towel,"LST,Defoliation,",10.76,8,2,,16.76
Big Bud PHOTO,Big bud,Custom Breeder & Strain,,"Advanced Nutrients,BioBizz,",True,,"Perlite Grow Medium,Soil Grow Medium,",,"LST,Topping,Defoliation,ScrOG,",,8,2,,20.39
Seedsman and sweet seeds,Strawberry Cheesecake Auto,Seedsman,600 watt,"Advanced Nutrients,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"ScrOG,",12.92,11,1,,5.76
RhinoRyhderGrow Auto,Rhino Ryder Auto,Fast Buds,130 watt,"BioBizz,Hesi,Advanced Nutrients,Terpinator,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,ScrOG,Topping,FIMing,",3.88,9,3,,1.98
Black Opium,Auto Black Opium,Divine Seeds,300 watt,"General Hydroponics (GHE),Purpinator,",True,Hydroponics,"Expanded Clay Grow Medium,",Paper Towel,,269.1,12,2,,27.51
-THZ-PURPLE HAZE AUTO,Purple Haze Auto,Original Sensible Seeds,250 watt,,True,Manual,"Soil Grow Medium,",,"LST,",16.15,9,1,,1
Anesia seeds grow,Banana Kush,Anesia Seeds,,"Advanced Nutrients,",True,,,,"Topping,",,10,2,29.98,22.93
Hash Plant Auto PEV DWC,Hash Plant Auto,Pev Seeds,400 watt,"Blue Planet Nutrients,",True,Hydroponics,"Water Grow Medium,",Glass Of Water,"LST,Defoliation,",54,12,1,4.05,17.64
Jack Herer Seedsman - Mars Hydro SP3000,Jack Herer,Seedsman,300 watt,,True,Manual,"Soil Grow Medium,",Glass Of Water,"FIMing,Defoliation,LST,Topping,12-12 From Seed,Schwazzing,",7.75,14,1,,
Critical 2.0 XL Auto,Critical 2.0 XL Auto,Garden Of Green,530 watt,"Gaia Green,Down To Earth,Fox Farm,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,Worm casting Grow Medium,",Paper Towel,"Topping,HST,Defoliation,LST,",52.49,15,1,,4
E.T.S. Royal Purple Kush Auto,Royal Purple Kush Auto,Emerald Triangle Seeds,400 watt,"Real Growers,Bloom City Organics,Dr. Earth,BuildASoil,Advanced Nutrients,",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,Ocean Forest Potting Soil Grow Medium,",Glass Of Water,"Topping,LST,Defoliation,",91.86,8,1,4.58,
