diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
KmintZ ( Ripper Seeds ),Kmintz,Ripper Seeds,410 watt,"Green Buzz Nutrients,",True,Manual,"Coco Coir Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"Topping,",15.5,21,1,1.27,4.66
Winter session 2,Bruce Banner Auto,Sweet Seeds,150 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Vermiculite Grow Medium,Expanded Clay Grow Medium,Bat guano Grow Medium,",Paper Towel,,3.88,12,1,0.63,3.03
KmintZ ( Phenotype 2 ),Kmintz,Ripper Seeds,182 watt,"Green Buzz Nutrients,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,",,,6.89,13,1,,0.56
1st Grow Chocolope,Chocolope,ILGM,220 watt,"Advanced Nutrients,Fox Farm,",True,Manual,"Soil Grow Medium,",,"Main-Lining,",9.84,13,1,2,2
Blurple pheno run,Critical + 2.0,Dinafem,600 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",,13,1,,
Melon Ball ( Penotype 3 ),Melonenkugel Clearwater Seeds,Custom Breeder & Strain,182 watt,"Green Buzz Nutrients,",True,Manual,,,,8.61,13,1,,0.39
Malasána Gelato,Malasana Gelato,Exotic Seed,410 watt,"Green Buzz Nutrients,",True,Manual,"Coco Coir Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"Topping,",15.5,23,1,,1.62
Auto sour diesel,auto sour diesel,Custom Breeder & Strain,250 watt,"Advanced Nutrients,General Hydroponics (GHE),Botanicare,Top Crop,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Topping,Defoliation,LST,",,13,,,
Herz OG Clone,Herz OG,Exotic Seed,410 watt,"Green Buzz Nutrients,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,Expanded Clay Grow Medium,",,"Topping,",15.5,15,1,,1.23
3 Ladies from Spain,Northern Light Automatic,Royal Queen Seeds,150 watt,"BIOCANNA,BioBizz,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Glass Of Water,"LST,",6.89,18,1,,5.11
Purple Punch By Fastbuds,Purple Punch Auto,Fast Buds,350 watt,"Lotus Nutrients,",True,Manual,"CoolGrows GT 36x36x72,Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,",13.12,9,1,1.31,4.34
Northern light automatique - RQS,Northern Light Automatic,Royal Queen Seeds,100 watt,"Canna,General Hydroponics (GHE),Advanced Nutrients,",True,Drip,"Coco Coir Grow Medium,",Peat Pellet,"LST,Topping,Main-Lining,",2.58,12,1,2.96,
Purple skunk #1 auto,Purple Skunk Automatic,Sensi Seeds,100 watt,"Canna,General Hydroponics (GHE),",True,Drip,"Coco Coir Grow Medium,",Directly In Substrate,"Topping,Main-Lining,Defoliation,LST,",3.66,14,1,6.52,
Original Sour Diesel / Colombian Jack,Original Sour Diesel,The Cali Connection,450 watt,"Bio Technology,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,Defoliation,ScrOG,",10.76,17,2,7.76,35.27
10/10,royal gorila,Sweet Seeds,,,True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,",,"LST,",,10,1,,17.64
Runtz - Zamnesia *TESTER*,Runtz,Zamnesia Seeds,100 watt,"BioBizz,Ecothrive,",True,Manual,"Soil Grow Medium,",Paper Towel,"FIMing,Defoliation,",13.45,17,1,0.49,2.19
XS1000 pineapple express,Pineapple Express auto,Amsterdam Marijuana Seeds AMS,100 watt,"Advanced Nutrients,Fox Farm,Real Growers,Purpinator,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,",,10,1,,0.21
Blueberry 420 XS1000,Blueberry 420 Auto,Amsterdam Marijuana Seeds AMS,100 watt,"Advanced Nutrients,Fox Farm,Real Growers,Purpinator,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,",Directly In Substrate,,,12,1,,0.42
Pheno hunt 2,IMPERIUM X®,Anesia Seeds,,,True,Manual,"Soil Grow Medium,",Glass Of Water,"Topping,LST,Main-Lining,",,9,,,
First Auto Fast Buds,Strawberry Banana Auto,Fast Buds,,,True,Manual,"Soil Grow Medium,",,"LST,",,7,,,
Sherbert Spring Show.,Orange Sherbet Auto,Fast Buds,240 watt,"Canna,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",Custom,11,2,,11.75
Strawberry Cough (Biobizz Organic Soil),Strawberry Cough,Dutch Passion,480 watt,"BioBizz,",True,Drip,"Gorilla Grow Tent GGT Shorty 4x4,Soil Grow Medium,",Paper Towel,"Topping,Main-Lining,HST,Defoliation,LST,",13.12,16,4,18.73,31.39
Lady Jane,AK Autoflowering,Growers Choice Seeds,450 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,12-12 From Seed,ScrOG,",,13,1,,
First Try Lemon Pie Auto,Lemon Pie Auto,Fast Buds,150 watt,"Zamnesia,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,,21.53,10,1,,3.17
Tangie Dream Auto 1st Grow,Tangerine Dream Auto,Barney'S Farm,20 watt,"Advanced Nutrients,BIOCANNA,BioBizz,",True,Manual,"Perlite Grow Medium,coco husk Grow Medium,Shamrock potting compost Grow Medium,",Paper Towel,"Targeted defol 2 produce ext trich/res,Defoliation,LST,Topping,Flushing nutes/restart programme,Removal of degradated leafs,Removal of stunted node,",5.27,15,1,1.94,10.58
Sunset Sherbert - Ethos Freebie(clones),sunset Sherbert,Custom Breeder & Strain,370 watt,"Green Planet Nutrients,Professor's Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,ScrOG,Defoliation,",,14,2,,20.81
Mimosa x Orange Punch & Critical Kush #2,Critical Kush,Barney'S Farm,400 watt,"Advanced Nutrients,BioBizz,Bio Tabs,Green Buzz Nutrients,Purpinator,",True,Manual,"Mineral Wool Grow Medium,Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",,"Topping,Defoliation,",12.92,17,18,5.23,16.19
Chemdawg,Chemdawg,Humboldt Seed Organization,350 watt,"Advanced Nutrients,",True,Manual,"Plagron lightmix Grow Medium,",Paper Towel,"LST,",5.38,17,2,,14.82
First Grow - Royal Critical Auto,Royal Critical Automatic,Royal Queen Seeds,250 watt,,True,Manual,"Soil Grow Medium,Other Grow Medium,Perlite Grow Medium,",Glass Of Water,,,14,1,,7.51
Sugar cane,Sugar Cane,In House Genetics,240 watt,"General Hydroponics (GHE),",True,Hydroponics,"Perlite Grow Medium,",Glass Of Water,"Topping,Bitch Slappin',LST,",13.12,12,1,,10
Purple Punch,Purple Punch,Barney'S Farm,260 watt,"Real Growers,Gaia Green,",True,Manual,"Soil Grow Medium,",,"Defoliation,Topping,LST,",,17,2,,14.71
Blue gelato gorilla skittles purplePunch,Gorilla Zkittlez,Barney'S Farm,300 watt,"Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"ScrOG,LST,",,9,1,1.31,8.7
Lemon Candy ( Exotic Seeds ),Lemon Candy,Exotic Seed,410 watt,"Green Buzz Nutrients,",True,Manual,"Coco Coir Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"Topping,",15.5,20,,,1.59
MelonSicle / Rainbow Road / Cherry Bomb,MelonSicle,T.H.Seeds,,"Advanced Nutrients,Ecothrive,",True,Manual,"Soil Grow Medium,",,"Topping,LST,Defoliation,",,18,1,1.94,
FruityBananaPurpleKillerKush Mix,Banana Frosting,Sensi Seeds,150 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"SoG,Defoliation,",1.08,13,1,1.01,
Première pousse de 2022,Strawberry Banana Auto,Fast Buds,790 watt,"Remo Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"Passion,Love,LST,Defoliation,",,9,,,
2nd White Widow Strain,White Widow Auto,Seedsman,220 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Cow manure Grow Medium,",,"LST,",104.99,10,1,,0.18
Super Lemon haze auto,Super Lemon Haze Auto,Green House Seed Co.,500 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,Main-Lining,LST,",10.76,11,1,,25.4
My first grow ever!,Wedding Cheesecake Auto,Fast Buds,150 watt,"Atami,Canna,",True,Hydroponics,"Water (DWC) Grow Medium,",,"LST,Defoliation,",6.89,13,1,7.41,
"Critical , Amnesia Outlaw , Og Kush",Критично,Custom Breeder & Strain,800 watt,,True,Hydroponics,,Other,"ScrOG,",,16,1,,6.03
Critical plus,Critical Plus Autoflowering,Pev Seeds,,"Hesi,Atami,",True,Manual,"Soil Grow Medium,",,"ScrOG,",10.76,10,1,,3.56
BlueBerry,Blueberry Auto,Pev Seeds,"LED / 440W Custom,","Hesi,Atami,",True,Manual,"Soil Grow Medium,",,"ScrOG,",10.76,10,1,,3.53
First Blue Dream Grow,Blue Dream,ILGM,1000 watt,,True,Hydroponics,"AC Infinity Cloudlab 866 Advance Grow Tent 5x5 (60"" X 60"" X 80""),",Other,"Main-Lining,Defoliation,",25,19,1,15,15
SUNSET SHERBET AUTOMATIC ZAMNESIA SEEDS,Sunset Sherbet Automatic,Zamnesia Seeds,1250 watt,,True,Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,Topping,",2.15,10,1,,10.58
White Gold (Spliff Seeds),Crystal White,Spliff Seeds,720 watt,"Superthrive,Fox Farm,True Plant Science (TPS),Bio Tabs,Humboldts Secret,",True,Manual,"Soil Grow Medium,",Directly In Substrate,,4,14,2,9.74,
Chem OG - Female Seeds- Grow 2,Chem OG,Female Seeds,100 watt,"BioBizz,Ecothrive,",True,Manual,"Soil Grow Medium,",Paper Towel,"FIMing,Defoliation,",13.45,17,1,,2.26
5 Indoor Amesia Haze - Powerstrains,Powerstrains - Amnesia haze,Custom Breeder & Strain,450 watt,"PLAGRON.,",True,Manual,"Perlite Grow Medium,Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,ScrOG,Topping,lollipopping,Defoliation,",15.5,22,5,14.29,12.7
Chem OG - Female Seeds - Grow 1,Chem OG,Female Seeds,100 watt,"BioBizz,Ecothrive,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,",13.45,17,1,,2.33
Auto GDP - Automation Vacation Grow,Granddaddy Purple Autoflower,ILGM,"LED / 200W PB2000 Pro,","Fox Farm,Botanicare,",True,,"Soil Grow Medium,",Directly In Substrate,"SoG,ScrOG,",26.25,12,2,,
FastBuds Test FBT2211 ViparSpectra P2000,Tropicana Cookies Auto,Fast Buds,200 watt,"Foop Organic Biosciences,Bloom City Organics,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",86.12,10,1,1.48,6.53
Cream Cookies Auto by DW,Cream Cookies Auto,Fast Buds,300 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"ScrOG,",8.61,11,1,1.41,7.41
FAT BANANA AUTO RQS,Fat Banana Automatic,Royal Queen Seeds,100 watt,"PLAGRON.,Atami,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Other,"LST,",3.44,11,1,0.71,2.65
FBT2209 TEST UF4000 UNITFARMLED,FBT2209,Fast Buds,360 watt,"PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,",Directly In Substrate,"Topping,Cropping,LST,Defoliation,",8.61,12,1,1.86,8.25
first autoflowering garden 2022,Chemdawg Auto,Fast Buds,"LED / 120W Custom,LED / 130W Custom,","BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Other Grow Medium,",Directly In Substrate,,4.31,11,1,1.94,1.94
Sailor's Mokum's Tulip II,Mokum’s Tulip,Dutch Passion,600 watt,"General Hydroponics (GHE),PLAGRON.,Canna,",True,Hydroponics,"Expanded Clay Grow Medium,Mineral Wool Grow Medium,",Rockwool Cube,"Main-Lining,Root Trimming,LST,",21.53,17,5,13.93,77.18
Bruce banner 3 auto,Bruce Banner 3.0,Dark Horse Genetics,240 watt,"Greenleaf Nutrients,Botanicare,",True,Manual,"Coco Coir Grow Medium,",,"Defoliation,LST,",,11,1,,
Mediseed Man Customer - Cherry Pie,Mediseed Man - Cherry Pie,Custom Breeder & Strain,1200 watt,,True,Manual,"potting mix, Perlite, Vermiculite, coco coir, peat moss Grow Medium,Soil Grow Medium,",Glass Of Water,"FIMing,LST,HST,Defoliation,ScrOG,",16.15,17,1,,32.35
The White OG x Cream&Cheese (White Nova),White Nova,Custom Breeder & Strain,150 watt,"Fox Farm,",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,Worm castings Grow Medium,",Directly In Substrate,"ScrOG,Defoliation,HST,Topping,",10.5,15,1,1.48,1.48
Oldgrowerhsk,Strawberry Cough,Dutch Passion,400 watt,,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,"ScrOG,Main-Lining,Defoliation,Topping,LST,Topping,",21.53,17,4,,17.46
Bruce Banner auto,Bruce Banner Auto,Sweet Seeds,140 watt,"Dr. Earth,Fish Head Farms,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,",12,16,1,1.45,10.7
"Fastbuds420 gelato,smoothie,gorilla glue",Gelato Auto,Fast Buds,1000 watt,"Remo Nutrients,",True,Manual,"Soil Grow Medium,",Directly In Substrate,,13.12,9,2,,22.93
Roze Zkittles,Ethos Roze Zkittles,Custom Breeder & Strain,150 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"Main-Lining,",6,18,1,2.82,
Sweet Gelato Auto x4 IN LED MyPot,Sweet Gelato Auto®,Sweet Seeds,120 watt,"Green House Feeding,Hesi,Canna,General Hydroponics (GHE),Grotek,",True,Hydroponics,"Expanded Clay Grow Medium,",Paper Towel,,3.88,13,4,3.88,0.04
Zultan,Zultan,Custom Breeder & Strain,730 watt,,True,Manual,"Soil Grow Medium,",,,164.04,10,1,,
G13 Labs Pineapple Express Auto,Pineapple Express,G13 Labs,150 watt,"Fox Farm,Atami,General Hydroponics (GHE),",True,Manual,"Fox Farms Ocean Forest Grow Medium,",Directly In Substrate,"LST,Defoliation,",,15,1,,0.73
Original auto cheese Dwc,Cheese Auto,Fast Buds,220 watt,"Advanced Nutrients,",True,Hydroponics,"Mineral Wool Grow Medium,Expanded Clay Grow Medium,",Rockwool Cube,"LST,Defoliation,",21.53,12,1,3.17,19.51
Crystal Meth Auto,Auto Crystal Meth,Fair Seeds,250 watt,"PLAGRON.,Atami,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"ScrOG,LST,",6.89,11,1,1.87,12.35
Runtz XL Auto - Runtz Showdown,Runtz XL Auto,Sweet Seeds,300 watt,"PLAGRON.,B.A.C.,BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Compost Grow Medium,Worm castings Grow Medium,Bloodmeal Grow Medium,Bonemeal Grow Medium,",Directly In Substrate,"LST,Defoliation,",10.55,9,2,5.47,37.04
White Widow King Crop,White Widow,Crop King Seeds,2980 watt,,True,Manual,"Organic Grow Medium,",Paper Towel,"Topping,LST,Defoliation,FIMing,Main-Lining,ScrOG,HST,",Custom,21,15,,105.82
Autofloraison Orange Punch,Graines de kamikaze,Custom Breeder & Strain,,,True,Manual,"Coco Coir Grow Medium,",,"HST,LST,Defoliation,",,8,1,,
Northern Lights part 2,bold growth northern lights auto,Custom Breeder & Strain,200 watt,"Future Harvest,",True,Manual,"Soil Grow Medium,",,"Defoliation,",Custom,11,,5.33,
First Grow,Blue Diamond,Custom Breeder & Strain,230 watt,,True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,16.4,16,3,,4.2
Gorilla Glue Automatic,Gorilla Glue Automatic,Zamnesia Seeds,150 watt,"PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,",Directly In Substrate,"Topping,Main-Lining,LST,Defoliation,",8.61,10,1,1.23,4.09
Amsterdam genetics tangerine G13,Tangerine G13,Amsterdam Genetics,125 watt,,True,,"Coco Coir Grow Medium,",,"LST,Topping,",,19,,,
GorillaZkittlezAuto (FBT2206)UNITFARMLED,Gorilla Zkittlez Auto,Fast Buds,360 watt,"PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,",Directly In Substrate,"Topping,LST,Cropping,Defoliation,",8.61,12,1,2.32,12.66
First Photo Run: Kosher Kush,Kosher Kush,Reserva Privada,200 watt,"Dynomyco,Real Growers,Botanicare,Fox Farm,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,Topping,LST,",,13,1,1.62,
Six Shooter 4,Six Shooter Auto,Fast Buds,100 watt,"General Hydroponics (GHE),Green Planet Nutrients,Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Earthworm Castings Grow Medium,",Paper Towel,"LST,Defoliation,",52.49,11,1,,
Six Shooter 2,Six Shooter Auto,Fast Buds,150 watt,"General Hydroponics (GHE),Terpinator,Fox Farm,",True,Manual,"CoolGrows GT 24x24x48,Coco Coir Grow Medium,Perlite Grow Medium,Earthworm Castings Grow Medium,",Paper Towel,"LST,Defoliation,",52.49,11,1,,
Six Shooter 1,Six Shooter Auto,Fast Buds,100 watt,"General Hydroponics (GHE),Green Planet Nutrients,Fox Farm,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Earthworm Castings Grow Medium,",Paper Towel,"LST,Defoliation,",52.49,11,1,,
Strawberry lemon,Strawberry Lemonade,Barney'S Farm,120 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,"LST,Topping,Defoliation,",1.72,10,1,2.86,19.4
Budbox BioBizz GrapeGusher,Grape Gushers Auto,Tastebudz Genetics,600 watt,"BioBizz,Advanced Nutrients,Bio-Sannie,",True,Manual,,Glass Of Water,"HST,Topping,LST,Defoliation,forcing 12/12 light schedule,Main-Lining,",9.84,12,1,,
SB Again!!,Strawberry Banana Auto,Fast Buds,100 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Other Grow Medium,",Directly In Substrate,"LST,",Custom,9,1,0.48,
FastBuds FBT2203 test,Strawberry Gorilla Auto,Fast Buds,200 watt,"NPK Industries,General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",13.12,10,1,6.6,
12.2# 90x60x90 FC-E4800 Scrog Multivar,Fast Mix - Sweet Seed,Sweet Seeds,480 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"LST,ScrOG,Defoliation,",,26,,,
End of flower,10th Planet,ETHOS Genetics,600 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,,32.28,9,1,,
MimosaCakeAuto breed by Fastbuds,Mimosa Cake Auto,Fast Buds,150 watt,"Divine Grow,",True,Manual,"ProMix potting mi Grow Medium,",Paper Towel,"Leaf Tuckin,Lollipopped the Lowers,LST,Defoliation,Spinning Stemz Strengthing,",Custom,14,1,1.31,1.31
Auto Mazar,Auto Mazar,Dutch Passion,480 watt,,True,Manual,"Soil Grow Medium,",,,,11,,,
MIMOSA GT. Outdoor. X ChackPorris,Malakiaseeds MIMOSA GT,Custom Breeder & Strain,,,True,Manual,"Vermiculite Grow Medium,Soil Grow Medium,Perlite Grow Medium,",,"LST,HST,",,17,1,,
Gorilla Glue Auto,Gorilla Glue Auto,Fast Buds,436 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,Peat Grow Medium,",Directly In Substrate,"Defoliation,",12.92,11,9,19.28,56.2
Longs Peak blue,Longs Peak Blue,Rare Dankness,310 watt,"Green Planet Nutrients,Buddhas Tree,",True,Manual,"Coco Coir Grow Medium,",,"HST,Topping,Defoliation,",,13,4,3.75,10.49
White rhino,White Rhino,Custom Breeder & Strain,310 watt,"Green Planet Nutrients,Buddhas Tree,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"HST,Defoliation,Topping,",,8,2,,1.16
Bruce Banner #3 Organic Run,Bruce Banner #3,Original Sensible Seeds,330 watt,"Aurora Innovations (Roots Organics),Advanced Nutrients,",True,Manual,"Coco Loco Grow Medium,",,"HST,Topping,LST,Defoliation,Super Cropping,",34.45,15,1,5.22,
Killer Kush FV y S.A.D. FV,Killer Kush Fast Version®,Sweet Seeds,150 watt,"Green House Feeding,Boom Nutrients,Atami,",True,Manual,"Soil Grow Medium,",Paper Towel,"SoG,",,12,,,
Nova OG,Nova OG,Anesia Seeds,330 watt,"Aurora Innovations (Roots Organics),Advanced Nutrients,",True,Manual,"Fox Farm Coco loco Grow Medium,",Other,"HST,LST,Topping,Defoliation,",34.45,15,1,4.44,
BlueSunsetSherbet,Blue Sunset Sherbert,Barney'S Farm,330 watt,"Aurora Innovations (Roots Organics),Advanced Nutrients,",True,Manual,"Fox Farm Coco Loco Grow Medium,",Other,"HST,Topping,LST,Defoliation,",,16,,3.79,
FastBuds Purple Lemonade Organic Soil,Purple Lemonade Auto,Fast Buds,600 watt,"Gaia Green,",True,Manual,"Soil Grow Medium,",Directly In Substrate,,52.49,12,1,1.2,6.7
Wedding Cake,Wedding Cake Automatic,Zamnesia Seeds,150 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",13.67,10,1,3.35,18.03
Lemon berry candy og,Lemon Berry Candy OG,ETHOS Genetics,600 watt,"Canna,",True,Manual,"Coco Coir Grow Medium,",,,16.4,9,5,,
Jack H #2 Amazing Purple Jack,Jack Herer Auto,Fast Buds,250 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,",,,10.76,12,1,0.95,0.95
Blue Venom,Blue Venom,G13 Labs,,"BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,",,18,1,6.35,21.16
Durban Poison,Durban Poison,Dutch Passion,,"BioBizz,",True,Manual,"Soil Grow Medium,",,"Defoliation,Topping,LST,",,16,1,5.29,15.87
Platinum Kush Breath Clone (OGKB v2.1),OO Kush Breath IX,In House Genetics,,"BioBizz,",True,Manual,"Soil Grow Medium,",,"Defoliation,",,17,1,4.23,15.87
First 2 grows-pineapple Autos,Pineapple Autoflower,Crop King Seeds,270 watt,,True,Drip,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"Natual,",,14,2,1.59,
Late season grow 2022,Pineapple Chunk,Barney'S Farm,,"Plant Success (Plant Revolution),Professor's Nutrients,Ozi Magic Grow Juice,BIOCANNA,",True,Manual,"Soil Grow Medium,Organic Gardening Solutions Super Soi Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Topping,",,11,1,,3.53
Strawberry cough indoor,Strawberry Cough,Dutch Passion,,,True,Manual,"Soil Grow Medium,",,"LST,SoG,12-12 From Seed,HST,Defoliation,ScrOG,Topping,FIMing,",,FLOWERING,,,
"Great gift, the start of a new journey",Larry Bird Kush,Zamnesia Seeds,120 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"Topping,LST,",8.61,14,1,,4.06
Pink Kush Auto,Pink Kush CBD 30:1 Auto,Seedsman,800 watt,"Advanced Nutrients,",True,,"Soil Grow Medium,",Directly In Substrate,,,15,1,,2.5
ChemDawg Clone,ChemDawg,Custom Breeder & Strain,600 watt,"Down To Earth,BuildASoil,NPK Industries,Real Growers,",True,Manual,"Soil Grow Medium,",,"LST,Defoliation,",13.12,11,1,1.52,1.52
Grape diamond ETHOS,Grape Diamonds R2,ETHOS Genetics,"LED / 240W Custom,","Advanced Nutrients,Element Nutrients,",True,Manual,,Paper Towel,"Defoliation,Topping,LST,ScrOG,",,17,1,4.58,
Ethos OG Kush Auto,OG Kush RBx Autoflower,ETHOS Genetics,140 watt,"BIOCANNA,Canna,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Peat Pellet,"LST,",Custom,12,,4.06,
Gorilla Glue Auto,Gorilla glue auto,Custom Breeder & Strain,120 watt,"General Hydroponics (GHE),House & Garden,",True,Hydroponics,"Mineral Wool Grow Medium,",,"FIMing,ScrOG,Defoliation,",5,11,1,6.7,49.84
Mystery Seed,Mystery Seed,Custom Breeder & Strain,300 watt,"Gaia Green,Real Growers,",True,Manual,"Other Grow Medium,",Directly In Substrate,"LST,Defoliation,ScrOG,",48,10,1,2.54,
Home Improvised Polyploid Induction HIPI,Golosa,Delicious Seeds,,,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",Paper Towel,"FIMing,",,23,4,14.99,95.24
Purple Punch & Gelato,Purple Punch,00seeds,600 watt,"PLAGRON.,",True,Manual,,,"Defoliation,ScrOG,HST,LST,Topping,",3.44,16,1,6.35,
Critical Mass ilgm,Critical Mass,ILGM,460 watt,"Earth Juice,Real Growers,Blue Planet Nutrients,Down To Earth,Aurora Innovations (Roots Organics),",True,Manual,"Soil Grow Medium,",,"FIMing,ScrOG,LST,Topping,Defoliation,",13.12,17,1,,12
Twin turbo diesel (csi humboldt,Twin turbo diesel,Custom Breeder & Strain,220 watt,,True,Manual,"Soil Grow Medium,",,"Topping,LST,Defoliation,FIMing,",,15,1,,2.75
lsd fem,ganja seeds Lsd,Custom Breeder & Strain,36 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",,"HST,12-12 From Seed,",5.38,16,1,,4.23
5gal grow.,Wedding Glue Auto,Fast Buds,150 watt,"Nature's Living Soil,Gaia Green,",True,Manual,"Gorilla Grow Tent GGT 2x4,Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",,"LST,FIMing,",,9,1,1.41,2.2
A quick Kickass autoflower grow,Kickass Auto,Kannabia Seed Company,580 watt,"General Hydroponics (GHE),",True,Manual,"HID / 400W 400W HPS Grow Bulb,Pro Mix HPCC Grow Medium,",Peat Pellet,,9,9,1,2.19,
Cooking Channel + 2022,Channel +,Medical Seeds,240 watt,"Canna,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,Trasplante,",430.56,10,1,1.09,4.78
Run #3 Gorilla Glue Autos,Gorilla Glue,ILGM,310 watt,"Humboldts Secret,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,Defoliation,",,11,5,,7
Sweet dreams,Jack 47®,Sweet Seeds,300 watt,"Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,Topping,Defoliation,Main-Lining,",,12,,7.05,
PIRKUSH,PirKush Auto,Caucasian Seeds,480 watt,"General Hydroponics (GHE),",True,Manual,"GORILLA SOIL - PRO GROWER MIX Grow Medium,",Glass Of Water,"Defoliation,LST,",6.46,13,1,,67.73
Diesel auto RQS,Diesel Automatic,Royal Queen Seeds,300 watt,"Remo Nutrients,Advanced Nutrients,",True,Hydroponics,"Expanded Clay Grow Medium,",Directly In Substrate,,12.92,12,1,,5.29
Jager Kush Fem House Seeds,Jager Kush,Custom Breeder & Strain,600 watt,"Fox Farm,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"LST,Topping,Defoliation,FIMing,",13.12,15,2,,3.53
Kritikal-K,Kritikal-K,Kannabia Seed Company,465 watt,,True,Manual,"Coco Coir Grow Medium,",,"Defoliation,",12.92,9,25,,101.41
